sentence_id	sentence	sentence_domain	source
f1bfc3b3cafe1b370d0ff7fb9e13458dbd18e1869ac490e72b528e9cd7bbdbae	Звезды мерцали на небе, словно бриллианты в черной бархатной ткани.		самоцитирование
f23d0357c0a192bf5905971625871144f293b8430223b536545c9d7c1aa8c20c	Деревья клонились под утяжеленным снегом, словно подарки зимнего утра.		самоцитирование
f23dd9b8fed73f3a7bebcadce2843330e3913f35e3d426123e535e956769cc0c	Динамический эллипсис независим. 		самоцитирование
f285007d0d2bbec9bbc499d116eca6f0e7a508eaca7a7a3186fca5444df77246	Звездное небо завораживало своей красотой, маня к разгадке тайн Вселенной.		самоцитирование
f2b2e39acfb61ce52f1f2b801525dd992f405954a0e968a02933b17dc791b76c	Виртуальная реальность открывала новые горизонты в обучении и развлечениях.		самоцитирование
f322ae3326373fcf78f17536ca87ed668e15343ac50f647b535d3764cb5a1c24	Филогенез теоретически возможен. 		самоцитирование
f38341e7087e0e28f838aca274efdba49c5d99cf7ebd8bef8d9ac25a31aa33b2	Мир, где каждый человек имеет возможность жить полной и осмысленной жизнью.		самоцитирование
f3de349be7e2d974d962780726b08d8d04baf300feb1ddfa7ec8191031ae4433	Четверо юных героев - Питер, Сьюзен, Эдмунд и Люси Пэвенси - оказываются в центре 		самоцитирование
f410ccaa6cbb01c6eeac449129a31590e4a15b4b2185fe8ac00458721bd8d171	Нужно только говорить слова в такт губам актеров на экране.		самоцитирование
f41262956245e83c60317dba04b60d9d50c0c3220bc2275472315f83d3a1e50f	Море раскачивало волнами лодку, словно вздыхание природы.		самоцитирование
f4287863d1c70d7d57fcb667049b5b10a6a4698a2b46bcbdcca92c9309fdd0c9	"В работе ""Парадокс об актере"" Дидро обращал внимание на то"		самоцитирование
f4367e07b69e225d750ce74ff96279037a0f5a673b41586d564f227e2518a442	Пирожки с капустой - сытная выпечка.		самоцитирование
f4ac43d288f65eeee9f8ed6021c14748fec33aaf38790861adec223bbed18871	"Компанія ""Аколь Груп"" займається виробництвом та постачанням вуличних опор освітлення"		???????????????
f510a1950d5e20ccc1f7bb0d2655e87f35470358f4ecec7cf9ab0e66159f3636	Художественный стиль Кентаро Миуры воплощает визуальное великолепие и жестокость мира.		самоцитирование
f535700c8b907393d3fb9706cab2209175eccdd489191b4bbc1c103159c0a923	Нужно лишь повторять слова, синхронизируя их с движениями губ персонажа.		самоцитирование
f572b5852ba05aab85337d8f60980fa8f59453a40d53485a9e374397c68d5554	Когда вы чувствуете себя одиноким, посмотрите на звезды.		самоцитирование
f624378adb78fd079f227a72277fa596006b9a80179ae8f4c06390c25d09f0a0	что такое японский сад, 		самоцитирование
f6cf69dccee5ffb7de4b51fd77380137d6846012b914dfa6f6c43ea8d239921d	когда он встречает двух дроидов		самоцитирование
f6eeaef84e1ba2fe4f80335bb61212c8a95925c6f6e34bc39f70f92aa1494732	Мен чарчадым. 	history_law_government	ChatGPT
f7b85e88004c6ca41943e055d98973968244d1da52546a421a028036ba74eb20	Существуют теории о существовании черных дыр с дополнительными измерениями.		самоцитирование
f7f26e01d3875b2635ccfe4f306800e124b69ccb6b1c948705376cf37dee4e37	в ходе которой герой пытался восполнить все то		самоцитирование
f817462a410ba722f5e4c4c8c2e787e8dac119d44d85ae122862321edee51f6d	Их гравитационное поле настолько сильно, что даже свет не может уйти.		самоцитирование
f83eaffe820bf043edd2e0c45c1481d6075122b021aa528ae990fdb59d89eb42	Оладьи из кабачков - полезное и вкусное блюдо.		самоцитирование
f8793bfd70aa1b1dc4534280b794f5fc943975171b6a64f7e03e5c0e8a15f8d8	Следовать инструкциям режиссера, чувствуя образ на уровне звука.		самоцитирование
f88369bb5ab3fb28f9295b7dc464da7a4e5688d727ba1aae59fdc9abb33b9bc7	направился куда ноги пойдут. 		самоцитирование
f9ae7cc4a08db15e15563be8d19aee69898a9aa5af2913e760a7c27575a87311	Лицо ее сильно монгольского типа с довольно заметными скулами, 		самоцитирование
f9c70304f6b0058dff720c84d570b9d6d49d3f3b90c3bbe769d6421a85efc4d4	Блокчейн технологии применялись для обеспечения прозрачности и безопасности транзакций.		самоцитирование
f9dce7cac19902ba0b4e6f1ff96b3668373041c65de4689c7602e8692d327fd8	Он выглядел хрустящим и аппетитно пахнул. 		самоцитирование
fa0b12b171a3cd2c0827fb3cc93a7e52e2d4d575d1739e653e5d0ba33d5690d9	Орбита, на первый взгляд, представляет собой либерализм. 		самоцитирование
fa5a18331813a0db45e60db5a9a8379f0d0dc1b94363f6e8dfb740e14aa70868	Терпеливая кошка ждет, когда ей дадут еду		самоцитирование
fb05bff0688a687eaa70d0bf1ed9b6bc35b496db93b13516c017b2baea1f4754	Маленький розовы бронетранспортер бежал по коричневой жиже из грязи.	nature_environment	Придумано самостоятельно
fb42012c72bb85737263594b1a2562f11bcbab81220574c95b1234a133dfbb36	Онтон ийэтэ хоноһо кыыстыын хотоҥҥо киирдилэр. 		Х
fb7f8d6c5c0a7c2f3ea9838c0affbf41de43932de43e3b86ca21c9a74ab0c0ee	Кажется, можно просто включить микрофон и читать скрипт, легко.		самоцитирование
fb811a6e37a5bc8b791292353e5004117b2cd9a359958dbe99925ff3c1674c0a	который мечтает о большем		самоцитирование
fb81b4448da92dd2b360bda2bb7752be091e456e51aad1b597142dcf0ef8fcb8	Приступая к доказательству следует безапелляционно заявить, что дождливая погода отражает неопровержимый онтогенез.		самоцитирование
fbae488160d2d22d3ab22e7495b6862dfd4fbd929d4ceb453ed10a69724f0d8e	Разработчики создавали децентрализованные приложения на основе технологии блокчейн.		самоцитирование
fc18a9d97b322d3f49f5697b0824d677bf3ba2a7e0c4bacd6c218de55d81dec3	чуть заметно вздрогнув, очнулся от мрачной задумчивости и сказал: 		самоцитирование
fc4598406d7325550ff8095b63ef51396ada53c1cdbbe7cc3f6c496cabfb958d	Дождевые капли стучали по окнам, создавая ритмический монолог.		самоцитирование
fc71f6ece0eced9e1cfa12007ba52da8fd09c0162f2b64705c919768618cea46	Начни уборку на первом этаже, в зале.		Самоцитирование
fc8a9037bbe1e926f0929d4080af68233dfe83c918e0a911fcc73ae47f6fa4fc	Поток сознания сублимирует потребительский блеск.		самоцитирование
fd5308708c2cffefffde6034181e1f0d7d13e99001c544e27bd64d821215e3b2	Луч, в силу третьего закона Ньютона, неравномерен. 		самоцитирование
fda22e6af2d93c23ae3142d1193e832b49c3c3e1db4871aa7160be7ae54623a2	Динахейр, вор с острым умом и ловкими руками, мастер скрытности.		самоцитирование
fdc62a1c95ece540681e35bf4e4f3ba357a662adef1b1667c3fcd2c70a08ef74	Ну а вот если заработок идет за то		самоцитирование
fde39b2a1b542ebaf4502d9d59d0529b7b0976a07c5ecd8c55a49a41d01156c6	Мистические элементы манги добавляют ей загадочности		самоцитирование
fe1326a317f33e7686b6aa50734dfae4c5ed1d2e7a71df8c8be794093ce73884	национальные резерваты природы и парки, понимает стресс. 		самоцитирование
fe79033da91bb484947ee3d6ab4bf8e5011c4ce19f21765c9ee6f7a7552024a0	Хитрая кошка незаметно крадет еду со стола.		самоцитирование
fe8527c319b986f9c0d57cf0d131d25019afca32f6d3f7cb167c933446b50153	Художественное переживание, так или иначе, количественно поручает гештальт. 		самоцитирование
fe88e5ad0fec55f70a60cf1eaebb25e9bd603b8481fa7a3ac958afb3f17b954d	Мы должны использовать технологии, чтобы построить лучшее будущее для всех.		самоцитирование
fedf23b50105335ea4e58bd86f91497653d067dccc50feaba9b9c238aa82f723	Радуга расцвечивала небо яркими красками после дождя.		самоцитирование
ff4b7bdbcbfbc4c50c435678872c3c6bfd067f43f3fb3deb82cf49fee002f4e7	Космос - это место бесконечных чудес.		самоцитирование
ff5fb85edbae0670069c05c6742c2236338a6e980931c8b8d8a0517e3e7e4057	после того как я узнал, 		самоцитирование
ff7dc706ac93ef5ec205251b63d3f500359489ee4fab4a5acda0e7ce30f51aff	Мен чарчадым	media_entertainment	ChatGPT
ff9602bb071dc9bd042066473ad6b44c454b4c0d55f658d2bb9a7bb01b37a2b3	Интенсивные боевые сцены пропитаны напряжением и драматизмом.		самоцитирование
